"IndividualId","Time [min]","Organism|VenousBlood|Plasma|Aciclovir|Concentration [µmol/l]","Organism|ArterialBlood_UmbilicalCord|Plasma|Aciclovir|Concentration [µmol/l]","Organism|VenousBlood_UmbilicalCord|Plasma|Aciclovir|Concentration [µmol/l]"
0,3075,1.6389455,1.1541,1.1607553
0,3090,1.4682202,1.1593311,1.1640764
0,3105,1.3250093,1.1629038,1.1660209
0,3120,1.2050941,1.1650732,1.1668206
0,3135,1.1044612,1.1660666,1.1666692
0,3150,1.0196215,1.1660783,1.1657257
0,3165,0.94767785,1.1652707,1.1641197
0,3180,0.88628095,1.1637774,1.1619571
0,3195,0.8335459,1.1617084,1.1593251
0,3210,0.78796476,1.159154,1.1562951
0,3225,0.74832904,1.1561892,1.1529266
0,3240,0.7136659,1.1528753,1.1492691
0,3255,0.68318796,1.149264,1.1453643
0,3270,0.65625393,1.1453985,1.1412474
0,3285,0.6323386,1.141315,1.1369483
0,3300,0.6110083,1.1370445,1.1324925
0,3315,0.5918282,1.1326134,1.1279018
0,3330,0.5743751,1.1280437,1.1231939
0,3345,0.55840296,1.1233536,1.1183835
0,3360,0.543743,1.1185586,1.1134833
0,3375,0.59096205,1.1136829,1.1085825
0,3390,1.0087483,1.10921,1.1053098
0,3405,1.7475679,1.1071154,1.1071265
0,3420,2.4690297,1.1097367,1.1155614
0,3435,2.944367,1.1178868,1.1293553
0,3450,3.127285,1.1305879,1.1459777
0,3465,3.0770772,1.1459153,1.1630175
0,3480,2.8821929,1.1618931,1.1787884
0,3495,2.6195016,1.1770017,1.1923795
0,3510,2.3416204,1.1903095,1.2034678
0,3525,2.0785751,1.2013931,1.2120945
0,3540,1.8441495,1.2101833,1.2184861
0,3555,1.6422092,1.2168183,1.2229373
0,3570,1.4713957,1.221535,1.2257463
0,3585,1.3280945,1.2245982,1.2271835
0,3600,1.208089,1.2262625,1.2274806
0,3615,1.1073676,1.2267553,1.2268313
0,3630,1.0224423,1.2262706,1.2253941
0,3645,0.9504167,1.2249705,1.2232987
0,3660,0.88894165,1.2229887,1.2206508
0,3675,0.8361324,1.2204353,1.2175374
0,3690,0.79048103,1.2174003,1.21403
0,3705,0.7507789,1.2139585,1.2101879
0,3720,0.7160531,1.2101715,1.2060608
0,3735,0.68551606,1.2060908,1.20169
0,3750,0.6585262,1.2017596,1.1971108
0,3765,0.6345581,1.197214,1.1923531
0,3780,0.6131779,1.1924851,1.1874424
0,3795,0.5939506,1.1875992,1.1824005
0,3810,0.5764527,1.1825782,1.1772449
0,3825,0.560438,1.1774405,1.1719904
0,3840,0.5457374,1.1722014,1.1666497
0,3855,0.5929207,1.1668851,1.1613119
0,3870,1.0107174,1.1619748,1.1576066
0,3885,1.7496558,1.1594449,1.1589959
0,3900,2.4713278,1.1616323,1.1670072
0,3915,2.9468985,1.1693499,1.1803796
0,3930,3.1300163,1.1816212,1.1965817
0,3945,3.079948,1.1965224,1.2132025
0,3960,2.8851397,1.2120787,1.2285568
0,3975,2.6224706,1.2267708,1.2417345
0,3990,2.3445709,1.2396674,1.2524136
0,4005,2.081478,1.2503449,1.2606356
0,4020,1.8469865,1.2587337,1.2666268
0,4035,1.644969,1.264972,1.2706822
0,4050,1.4740722,1.2692958,1.2730995
0,4065,1.3306853,1.2719699,1.274149
0,4080,1.2105943,1.2732488,1.2740622
0,4095,1.1097894,1.2733595,1.2730324
0,4110,1.0247834,1.272496,1.2712182
0,4125,0.9526804,1.2708201,1.268749
0,4140,0.8911319,1.2684656,1.2657305
0,4155,0.83825314,1.2655424,1.2622495
0,4170,0.79253626,1.2621406,1.2583774
0,4185,0.75277245,1.2583348,1.2541736
0,4200,0.7179886,1.2541865,1.2496876
0,4215,0.687397,1.2497474,1.2449609
0,4230,0.6603559,1.2450604,1.2400285
0,4245,0.6363396,1.240162,1.2349205
0,4260,0.6149142,1.235083,1.2296622
0,4275,0.5956442,1.2298496,1.2242754
0,4290,0.5781059,1.2244838,1.2187777
0,4305,0.562053,1.219004,1.2131838
0,4320,0.5473164,1.2134256,1.2075063
0,4335,0.59446836,1.2077726,1.2018344
0,4350,1.0122796,1.2025279,1.1977987
0,4365,1.7513407,1.1996648,1.1988618
0,4380,2.473226,1.2015194,1.2065499
0,4395,2.9490335,1.2089049,1.2196002
0,4410,3.1323545,1.2208455,1.2354803
0,4425,3.0824292,1.2354188,1.2517797
0,4440,2.8877015,1.2506511,1.2668141
0,4455,2.625059,1.2650237,1.2796745
0,4470,2.3471448,1.2776052,1.2900395
0,4485,2.0840094,1.2879717,1.297951
0,4500,1.8494564,1.2960536,1.3036356
0,4515,1.647366,1.3019887,1.307388
0,4530,1.4763905,1.3060126,1.3095058
0,4545,1.3329225,1.30839,1.3102589
0,4560,1.2127506,1.3093749,1.3098788
0,4575,1.1118664,1.3091943,1.3085587
0,4590,1.0267838,1.3080418,1.3064566
0,4605,0.95460784,1.3060795,1.303702
0,4620,0.89299,1.3034408,1.3004005
0,4635,0.84004587,1.3002355,1.296639
0,4650,0.7942674,1.2965539,1.2924886
0,4665,0.7544459,1.2924703,1.2880087
0,4680,0.71960807,1.2880466,1.2832487
0,4695,0.6889658,1.2833339,1.2782502
0,4710,0.6618774,1.2783755,1.2730483
0,4725,0.63781667,1.2732077,1.2676727
0,4740,0.61634964,1.2678614,1.2621489
0,4755,0.59704065,1.2623626,1.2564986
0,4770,0.57946575,1.2567335,1.2507395
0,4785,0.5633784,1.2509925,1.2448863
0,4800,0.54860914,1.2451549,1.2389514
0,4815,0.5957334,1.2392445,1.2330245
0,4830,1.0135628,1.2337441,1.2287363
0,4845,1.7527502,1.2306261,1.2295506
0,4860,2.4748526,1.2322254,1.2369925
0,4875,2.9509003,1.2393554,1.2497969
0,4890,3.134428,1.2510418,1.2654307
0,4905,3.0846496,1.2653631,1.2814838
0,4920,2.8900056,1.2803466,1.2962726
0,4935,2.627393,1.294474,1.3088895
0,4950,2.3494682,1.3068141,1.3190136
0,4965,2.0862932,1.316943,1.3266873
0,4980,1.851682,1.3247907,1.3321372
0,4995,1.649522,1.3304944,1.335658
0,5010,1.4784707,1.33429,1.3375471
0,5025,1.3349245,1.3364413,1.338074
0,5040,1.2146745,1.3372024,1.3374703
0,5055,1.113714,1.3368001,1.3359286
0,5070,1.0285579,1.3354279,1.3336071
0,5085,0.95631164,1.3332475,1.3306351
0,5100,0.89462733,1.3303925,1.327118
0,5115,0.84162056,1.3269725,1.3231426
0,5130,0.7957834,1.3230778,1.3187801
0,5145,0.7559069,1.3187828,1.3140898
0,5160,0.7210176,1.314149,1.309121
0,5175,0.6903274,1.3092281,1.3039153
0,5190,0.6631942,1.3040628,1.2985076
0,5205,0.63909173,1.2986897,1.2929279
0,5220,0.61758566,1.2931395,1.2872016
0,5235,0.59824026,1.2874384,1.2813504
0,5250,0.5806312,1.2816086,1.2753918
0,5265,0.5645118,1.2756681,1.2693406
0,5280,0.5497125,1.2696326,1.2632096
0,5295,0.59681135,1.263526,1.2570876
0,5310,1.0146614,1.2578305,1.252607
0,5325,1.7539774,1.2545173,1.253232
0,5340,2.4762998,1.2559211,1.2604867
0,5355,2.952591,1.2628561,1.273105
0,5370,3.1363282,1.2743479,1.2885519
0,5385,3.0866985,1.2884765,1.3044173
0,5400,2.8921404,1.30327,1.3190192
0,5415,2.6295598,1.3172106,1.3314503
0,5430,2.3516257,1.3293673,1.341391
0,5445,2.0884132,1.339316,1.3488837
0,5460,1.8537453,1.3469863,1.3541554
0,5475,1.6515176,1.3525153,1.3575006
0,5490,1.4803926,1.3561385,1.3592163
0,5505,1.3367702,1.3581192,1.3595722
0,5520,1.216444,1.3587116,1.3587993
0,5535,1.115409,1.3581421,1.3570902
0,5550,1.0301813,1.3566041,1.3546029
0,5565,0.95786667,1.3542593,1.3514665
0,5580,0.89611775,1.3512411,1.3477865
0,5595,0.8430502,1.3476591,1.3436495
0,5610,0.79715604,1.3436036,1.3391266
0,5625,0.7572263,1.3391489,1.3342772
0,5640,0.7222874,1.3343565,1.3291503
0,5655,0.69155097,1.329278,1.3237878
0,5670,0.6643747,1.3239563,1.3182245
0,5685,0.64023215,1.3184278,1.3124903
0,5700,0.61868876,1.3127233,1.3066106
0,5715,0.59930855,1.306869,1.3006071
0,5730,0.581667,1.3008871,1.2944975
0,5745,0.5655172,1.2947958,1.2882962
0,5760,0.55068934,1.2886102,1.282016
0,5775,0.59776574,1.2823546,1.2757463
0,5790,1.0156425,1.276511,1.27112
0,5805,1.7550926,1.2730495,1.271602
0,5820,2.4776356,1.2743037,1.2787153
0,5835,2.9541671,1.2810874,1.2911909
0,5850,3.1381102,1.2924283,1.3064939
0,5865,3.0886269,1.3064073,1.3222146
0,5880,2.8941529,1.3210537,1.3366717
0,5895,2.631604,1.3348498,1.3489592
0,5910,2.353662,1.346865,1.358758
0,5925,2.090413,1.356675,1.3661109
0,5940,1.8556908,1.364209,1.3712451
0,5955,1.6533976,1.369604,1.3744549
0,5970,1.4822009,1.3730948,1.3760371
0,5985,1.3385044,1.374945,1.3762615
0,6000,1.2181044,1.3754082,1.3753586
0,6015,1.116997,1.3747106,1.3735209
0,6030,1.0316995,1.3730457,1.3709064
0,6045,0.9593186,1.370575,1.3676437
0,6060,0.8975069,1.3674316,1.3638387
0,6075,0.8443803,1.3637255,1.3595775
0,6090,0.798431,1.3595468,1.3549315
0,6105,0.75844973,1.3549695,1.3499597
0,6120,0.7234628,1.3500555,1.3447117
0,6135,0.6926817,1.344856,1.3392286
0,6150,0.6654639,1.3394142,1.3335457
0,6165,0.6412828,1.3337665,1.3276927
0,6180,0.61970353,1.3279434,1.3216951
0,6195,0.6002899,1.3219715,1.3155744
0,6210,0.58261716,1.3158727,1.3093485
0,6225,0.5664383,1.3096651,1.3030317
0,6240,0.5515833,1.3033643,1.2966369
0,6255,0.59863853,1.2969941,1.2902534
0,6270,1.0165437,1.2910364,1.285515
0,6285,1.7561289,1.2874604,1.2858877
0,6300,2.4788938,1.2885989,1.2928929
0,6315,2.9556673,1.2952659,1.3052601
0,6330,3.1398177,1.3064901,1.3204533
0,6345,3.090482,1.3203536,1.3360629
0,6360,2.8960936,1.3348866,1.3504088
0,6375,2.6335776,1.3485718,1.3625858
0,6390,2.3556285,1.3604786,1.3722755
0,6405,2.0923445,1.3701828,1.3795213
0,6420,1.8575689,1.3776131,1.3845502
0,6435,1.6552109,1.3829062,1.3876566
0,6450,1.4839436,1.3862969,1.3891373
0,6465,1.3401741,1.3880482,1.3892615
0,6480,1.2197008,1.3884135,1.3882599
0,6495,1.118522,1.3876193,1.3863245
0,6510,1.0331557,1.3858583,1.3836133
0,6525,0.9607092,1.3832923,1.380255
0,6540,0.8988356,1.3800545,1.376355
0,6555,0.84565085,1.3762544,1.3719996
0,6570,0.79964703,1.3719822,1.3672601
0,6585,0.759615,1.3673122,1.3621956
0,6600,0.7245808,1.3623059,1.3568553
0,6615,0.6937558,1.3570148,1.3512807
0,6630,0.66649723,1.3514819,1.3455068
0,6645,0.6422782,1.3457434,1.3395635
0,6660,0.62066376,1.3398304,1.3334761
0,6675,0.60121745,1.3337688,1.3272662
0,6690,0.5835143,1.327581,1.3209517
0,6705,0.567307,1.3212851,1.3145471
0,6720,0.55242544,1.3148965,1.3080649
0,6735,0.59946024,1.308439,1.3015946
0,6750,1.0173944,1.3023944,1.296771
0,6765,1.7571155,1.2987307,1.297061
0,6780,2.4801033,1.29978,1.3039846
0,6795,2.9571216,1.3063569,1.3162698
0,6810,3.1414833,1.3174908,1.3313793
0,6825,3.0922997,1.3312651,1.3469039
0,6840,2.8980014,1.3457105,1.3611645
0,6855,2.6355224,1.3593105,1.3732564
0,6870,2.35757,1.3711346,1.3828624
0,6885,2.0942543,1.3807582,1.3900262
0,6900,1.8594276,1.3881102,1.394975
0,6915,1.6570071,1.3933265,1.3980027
0,6930,1.485671,1.3966417,1.3994064
0,6945,1.34183,1.3983188,1.3994548
0,6960,1.2212851,1.3986108,1.3983786
0,6975,1.120036,1.3977439,1.3963696
0,6990,1.0346019,1.3959111,1.3935856
0,7005,0.96209085,1.3932737,1.3901552
0,7020,0.9001562,1.3899649,1.3861836
0,7035,0.8469141,1.3860943,1.3817573
0,7050,0.80085677,1.3817521,1.3769473
0,7065,0.76077473,1.3770124,1.3718128
0,7080,0.7256941,1.3719367,1.366403
0,7095,0.69482595,1.3665767,1.3607593
0,7110,0.6675274,1.360975,1.3549168
0,7125,0.64327127,1.3551685,1.3489052
0,7140,0.6216224,1.3491875,1.34275
0,7155,0.6021441,1.3430585,1.3364729
0,7170,0.5844113,1.3368034,1.3300914
0,7185,0.56817645,1.3304408,1.3236201
0,7200,0.5532692,1.3239857,1.3170718
0,7215,0.60028505,1.3174622,1.3105358
0,7230,1.0182565,1.3113517,1.305648
0,7245,1.7581327,1.3076212,1.3058763
0,7260,2.4813697,1.3086023,1.3127396
0,7275,2.958657,1.3151095,1.3249636
0,7290,3.1432483,1.3261734,1.3400102
0,7305,3.0942278,1.3398787,1.3554702
0,7320,2.900024,1.3542569,1.3696653
0,7335,2.6375816,1.367792,1.3816923
0,7350,2.3596215,1.3795533,1.3912343
0,7365,2.0962677,1.3891163,1.3983356
0,7380,1.8613831,1.3964094,1.4032233
0,7395,1.6588925,1.4015685,1.4061916
0,7410,1.48748,1.4048276,1.4075372
0,7425,1.3435601,1.4064496,1.4075286
0,7440,1.2229364,1.4066873,1.4063964
0,7455,1.1216104,1.4057664,1.404332
0,7470,1.0361024,1.40388,1.4014933
0,7485,0.963521,1.4011894,1.3980088
0,7500,0.90152,1.3978279,1.3939836
0,7515,0.84821576,1.3939047,1.389504
0,7530,0.80210024,1.3895099,1.3846409
0,7545,0.76196414,1.384718,1.3794537
0,7560,0.7268332,1.3795903,1.3739914
0,7575,0.6959184,1.3741783,1.3682956
0,7590,0.6685764,1.368525,1.3624011
0,7605,0.64428014,1.3626667,1.3563379
0,7620,0.62259406,1.3566345,1.3501313
0,7635,0.6030812,1.3504543,1.3438029
0,7650,0.5853163,1.3441484,1.3373705
0,7665,0.5690515,1.3377349,1.3308486
0,7680,0.5541163,1.3312294,1.3242499
0,7695,0.6011113,1.3246558,1.3176639
0,7710,1.0191187,1.3184949,1.3127273
0,7725,1.7591485,1.3147131,1.3129092
0,7740,2.482633,1.3156412,1.3197275
0,7755,2.9601884,1.3220941,1.3319055
0,7770,3.1450083,1.3331033,1.3469042
0,7785,3.09615,1.3467546,1.3623146
0,7800,2.9020402,1.3610805,1.3764591
0,7815,2.6396337,1.3745654,1.3884357
0,7830,2.3616657,1.3862786,1.3979282
0,7845,2.0982733,1.3957956,1.4049814
0,7860,1.8633302,1.4030442,1.4098223
0,7875,1.6607692,1.4081603,1.4127452
0,7890,1.4892799,1.4113774,1.4140468
0,7905,1.3452806,1.4129581,1.413995
0,7920,1.2245779,1.4131553,1.4128205
0,7935,1.1231748,1.4121943,1.4107145
0,7950,1.0375926,1.4102681,1.4078346
0,7965,0.9649407,1.4075378,1.4043093
0,7980,0.9028732,1.4041368,1.4002436
0,7995,0.84950656,1.4001741,1.3957237
0,8010,0.80333275,1.3957402,1.3908207
0,8025,0.76314235,1.3909088,1.3855937
0,8040,0.727961,1.3857421,1.3800918
0,8055,0.6969994,1.3802909,1.3743564
0,8070,0.669614,1.3745986,1.3684226
0,8085,0.6452775,1.3687015,1.3623202
0,8100,0.62355405,1.3626302,1.3560745
0,8115,0.60400665,1.3564113,1.3497072
0,8130,0.58620954,1.3500668,1.343236
0,8145,0.56991476,1.3436148,1.3366755
0,8160,0.5549516,1.3370708,1.3300383
0,8175,0.6019258,1.3304588,1.3234141
0,8190,1.0199747,1.3242595,1.3184404
0,8205,1.7601649,1.3204381,1.3185878
0,8220,2.483889,1.3213253,1.3253728
0,8235,2.9617147,1.3277365,1.3375175
0,8250,3.1467698,1.3387038,1.3524808
0,8265,3.0980792,1.3523138,1.3678541
0,8280,2.9040663,1.3666,1.3819607
0,8295,2.6416962,1.3800472,1.3938994
0,8310,2.3637197,1.391725,1.4033548
0,8325,2.100287,1.401208,1.4103719
0,8340,1.8652834,1.4084246,1.4151783
0,8355,1.6626496,1.4135097,1.4180679
0,8370,1.4910814,1.4166969,1.419337
0,8385,1.3470011,1.4182483,1.419254
0,8400,1.2262176,1.4184165,1.4180486
0,8415,1.124736,1.4174268,1.4159125
0,8430,1.0390785,1.4154723,1.4130027
0,8445,0.96635514,1.4127138,1.4094478
0,8460,0.9042203,1.4092844,1.4053527
0,8475,0.8507906,1.4052933,1.4008036
0,8490,0.804558,1.400831,1.3958715
0,8505,0.76431286,1.3959714,1.3906153
0,8520,0.7290807,1.390776,1.3850844
0,8535,0.69807184,1.3852965,1.3793201
0,8550,0.6706428,1.3795757,1.3733574
0,8565,0.64626575,1.37365,1.367226
0,8580,0.6245042,1.3675503,1.3609514
0,8595,0.6049212,1.3613027,1.3545554
0,8610,0.5870915,1.3549296,1.3480554
0,8625,0.5707667,1.348449,1.3414661
0,8640,0.555776,1.3418764,1.3348002
0,8643,0.55306035,1.3405521,1.333459
0,8646,0.55235934,1.3392247,1.3321157
0,8649,0.5575163,1.3378948,1.3307742
0,8652,0.57297885,1.3365638,1.3294452
0,8655,0.60272855,1.3352358,1.3281475
0,8658,0.6496226,1.3339177,1.3269064
0,8661,0.7151832,1.3326201,1.3257526
0,8664,0.79964495,1.3313572,1.3247194
0,8667,0.9021223,1.3301464,1.3238401
0,8670,1.0208197,1.3290077,1.3231465
0,8673,1.1532837,1.3279629,1.3226664
0,8676,1.2966449,1.327034,1.3224233
0,8679,1.4478134,1.326243,1.3224354
0,8682,1.603657,1.325611,1.3227149
0,8685,1.7611529,1.3251567,1.3232687
0,8688,1.9174768,1.3248963,1.3240979
0,8691,2.0700746,1.3248433,1.3251987
0,8694,2.2167315,1.3250078,1.3265629
0,8697,2.355588,1.3253962,1.3281782
0,8700,2.4851344,1.3260118,1.3300295
0,8703,2.6042085,1.3268545,1.332099
0,8706,2.7119708,1.3279209,1.3343669
0,8709,2.807876,1.329205,1.3368123
0,8712,2.8916433,1.3306979,1.3394134
0,8715,2.9632213,1.3323889,1.3421483
0,8718,3.0227559,1.334265,1.3449951
0,8721,3.0705566,1.3363122,1.3479323
0,8724,3.107067,1.3385148,1.3509392
0,8727,3.1328359,1.3408569,1.3539958
0,8730,3.148491,1.3433216,1.3570838
0,8733,3.1547165,1.345892,1.3601854
0,8736,3.152234,1.3485512,1.3632846
0,8739,3.1417837,1.3512826,1.3663667
0,8742,3.1241102,1.35407,1.3694183
0,8745,3.0999508,1.3568977,1.3724272
0,8748,3.0700247,1.359751,1.3753828
0,8751,3.0350256,1.3626157,1.3782758
0,8754,2.9956155,1.3654786,1.3810979
0,8757,2.9524198,1.3683276,1.3838421
0,8760,2.9060256,1.3711514,1.3865027
0,8763,2.8569782,1.3739399,1.3890747
0,8766,2.8057806,1.3766835,1.3915541
0,8769,2.7528937,1.3793741,1.393938
0,8772,2.6987364,1.3820045,1.3962239
0,8775,2.643688,1.384568,1.3984103
0,8778,2.5880873,1.3870591,1.4004964
0,8781,2.5322378,1.3894732,1.4024816
0,8784,2.476406,1.3918062,1.404366
0,8787,2.420827,1.394055,1.4061502
0,8790,2.3657045,1.3962169,1.4078352
0,8793,2.3112147,1.3982899,1.4094222
0,8796,2.257507,1.4002726,1.4109126
0,8799,2.204708,1.4021643,1.4123082
0,8802,2.1529229,1.4039644,1.413611
0,8805,2.1022367,1.4056729,1.414823
0,8808,2.0527182,1.4072901,1.4159465
0,8811,2.0044196,1.4088168,1.4169836
0,8814,1.9573807,1.4102538,1.4179368
0,8817,1.9116281,1.4116023,1.4188086
0,8820,1.8671786,1.4128637,1.4196012
0,8823,1.8240395,1.4140397,1.4203173
0,8826,1.78221,1.4151319,1.4209592
0,8829,1.741683,1.4161421,1.4215293
0,8832,1.7024451,1.4170723,1.4220301
0,8835,1.6644784,1.4179244,1.4224639
0,8838,1.6277608,1.4187006,1.4228331
0,8841,1.5922668,1.419403,1.4231397
0,8844,1.5579685,1.4200335,1.4233862
0,8847,1.5248357,1.4205945,1.4235747
0,8850,1.4928368,1.421088,1.4237071
0,8853,1.4619391,1.4215161,1.4237857
0,8856,1.4321086,1.421881,1.4238123
0,8859,1.4033115,1.4221846,1.4237888
0,8862,1.3755136,1.4224291,1.4237171
0,8865,1.3486805,1.4226164,1.423599
0,8868,1.3227785,1.4227484,1.4234362
0,8871,1.2977741,1.4228272,1.4232302
0,8874,1.2736343,1.4228545,1.4229827
0,8877,1.250327,1.4228323,1.4226952
0,8880,1.2278208,1.4227619,1.4223692
0,8883,1.2060848,1.4226456,1.4220061
0,8886,1.1850896,1.4224846,1.4216073
0,8889,1.1648061,1.4222807,1.421174
0,8892,1.1452067,1.4220353,1.4207076
0,8895,1.1262643,1.4217501,1.420209
0,8898,1.1079531,1.4214263,1.4196798
0,8901,1.090248,1.4210654,1.4191208
0,8904,1.0731252,1.4206687,1.4185331
0,8907,1.0565615,1.4202377,1.4179177
0,8910,1.0405347,1.4197732,1.4172757
0,8913,1.0250237,1.4192768,1.416608
0,8916,1.0100081,1.4187495,1.4159154
0,8919,0.9954684,1.4181923,1.4151989
0,8922,0.9813859,1.4176062,1.4144593
0,8925,0.9677427,1.4169925,1.4136974
0,8928,0.9545217,1.4163522,1.4129139
0,8931,0.94170654,1.4156859,1.4121097
0,8934,0.9292816,1.4149947,1.4112853
0,8937,0.9172318,1.4142795,1.4104416
0,8940,0.9055429,1.4135411,1.409579
0,8943,0.89420116,1.4127802,1.4086984
0,8946,0.8831935,1.4119978,1.4078004
0,8949,0.87250733,1.4111944,1.4068854
0,8952,0.8621307,1.410371,1.405954
0,8955,0.85205215,1.409528,1.4050069
0,8958,0.84226066,1.4086661,1.4040444
0,8961,0.83274585,1.4077863,1.4030671
0,8964,0.8234975,1.4068887,1.4020756
0,8967,0.8145061,1.4059743,1.4010704
0,8970,0.80576247,1.4050434,1.4000516
0,8973,0.79725766,1.4040966,1.3990201
0,8976,0.7889834,1.4031346,1.3979759
0,8979,0.7809315,1.4021577,1.3969196
0,8982,0.7730942,1.4011664,1.3958517
0,8985,0.76546407,1.4001614,1.3947724
0,8988,0.75803405,1.399143,1.3936822
0,8991,0.7507973,1.3981116,1.3925813
0,8994,0.74374723,1.3970675,1.3914702
0,8997,0.7368776,1.3960115,1.3903491
0,9000,0.73018235,1.3949437,1.3892184
0,9003,0.72365576,1.3938645,1.3880785
0,9006,0.7172922,1.3927745,1.3869295
0,9009,0.71108633,1.3916737,1.3857718
0,9012,0.7050331,1.3905627,1.3846055
0,9015,0.69912755,1.3894416,1.3834312
0,9018,0.693365,1.388311,1.3822489
0,9021,0.6877408,1.3871711,1.3810589
0,9024,0.6822506,1.3860221,1.3798615
0,9027,0.6768903,1.3848644,1.378657
0,9030,0.67165583,1.3836983,1.3774455
0,9033,0.66654325,1.382524,1.3762271
0,9036,0.6615488,1.3813417,1.3750024
0,9039,0.65666896,1.3801519,1.3737713
0,9042,0.65190023,1.3789545,1.3725342
0,9045,0.6472392,1.37775,1.371291
0,9048,0.64268273,1.3765385,1.3700423
0,9051,0.63822776,1.3753203,1.3687879
0,9054,0.6338712,1.3740957,1.3675282
0,9057,0.62961006,1.3728647,1.3662634
0,9060,0.625441,1.3716276,1.3649935
0,9063,0.6213598,1.3703846,1.3637187
0,9066,0.617362,1.3691359,1.3624394
0,9069,0.61344266,1.3678817,1.3611554
0,9072,0.6095979,1.3666221,1.3598671
0,9075,0.6058246,1.3653574,1.3585744
0,9078,0.6021207,1.3640876,1.3572776
0,9081,0.59848434,1.362813,1.3559768
0,9084,0.5949139,1.3615336,1.3546722
0,9087,0.59140724,1.3602498,1.3533636
0,9090,0.58796245,1.3589615,1.3520515
0,9093,0.58457744,1.3576689,1.3507358
0,9096,0.58125085,1.3563721,1.3494166
0,9099,0.5779812,1.3550713,1.348094
0,9102,0.57476735,1.3537666,1.3467683
0,9105,0.5716082,1.3524581,1.3454392
0,9108,0.5685024,1.351146,1.3441073
0,9111,0.5654489,1.3498303,1.3427722
0,9114,0.56244636,1.3485111,1.3414345
0,9117,0.5594938,1.3471886,1.3400939
0,9120,0.5565901,1.3458627,1.3387505
0,9123,0.55386925,1.3445339,1.3374046
0,9126,0.55316323,1.343202,1.3360566
0,9129,0.55831563,1.3418674,1.3347106
0,9132,0.57377464,1.340532,1.3333771
0,9135,0.6035221,1.3391994,1.3320749
0,9138,0.6504162,1.3378768,1.3308293
0,9141,0.71597964,1.3365746,1.329671
0,9144,0.800448,1.335307,1.3286334
0,9147,0.9029363,1.3340915,1.32775
0,9150,1.0216492,1.3329482,1.3270521
0,9153,1.154134,1.3318987,1.3265679
0,9156,1.2975211,1.3309649,1.3263209
0,9159,1.4487205,1.3301692,1.326329
0,9162,1.6045997,1.3295323,1.3266047
0,9165,1.7621356,1.329073,1.3271548
0,9168,1.9185035,1.3288076,1.3279803
0,9171,2.0711486,1.3287494,1.3290775
0,9174,2.2178555,1.3289087,1.3304379
0,9177,2.3567638,1.3292918,1.3320497
0,9180,2.4863636,1.3299022,1.3338974
0,9183,2.6054916,1.3307394,1.335963
0,9186,2.713308,1.3318005,1.3382272
0,9189,2.8092673,1.333079,1.3406688
0,9192,2.8930876,1.3345665,1.343266
0,9195,2.9647171,1.3362519,1.345997
0,9198,3.0243018,1.3381224,1.3488396
0,9201,3.0721507,1.340164,1.3517727
0,9204,3.108707,1.3423611,1.3547752
0,9207,3.1345189,1.3446976,1.3578277
0,9210,3.1502147,1.3471566,1.3609111
0,9213,3.1564784,1.3497216,1.3640082
0,9216,3.154031,1.3523753,1.3671029
0,9219,3.143613,1.3551012,1.3701804
0,9222,3.1259692,1.3578832,1.3732271
0,9225,3.1018367,1.3607056,1.3762313
0,9228,3.0719347,1.3635536,1.3791822
0,9231,3.0369568,1.3664131,1.3820703
0,9234,2.9975653,1.3692709,1.3848876
0,9237,2.954386,1.3721148,1.387627
0,9240,2.9080055,1.3749336,1.3902826
0,9243,2.8589697,1.377717,1.3928497
0,9246,2.8077812,1.3804559,1.3953242
0,9249,2.7549014,1.3831418,1.3977033
0,9252,2.7007494,1.3857673,1.3999842
0,9255,2.6457043,1.3883262,1.4021659
0,9258,2.5901053,1.3908129,1.404247
0,9261,2.5342557,1.3932225,1.4062275
0,9264,2.4784224,1.3955511,1.4081072
0,9267,2.4228404,1.3977954,1.4098867
0,9270,2.3677137,1.399953,1.4115671
0,9273,2.3132184,1.4020219,1.4131494
0,9276,2.259504,1.4040005,1.4146353
0,9279,2.2066977,1.4058881,1.4160264
0,9282,2.154904,1.4076841,1.4173247
0,9285,2.1042085,1.4093887,1.4185321
0,9288,2.0546794,1.411002,1.4196512
0,9291,2.00637,1.4125248,1.420684
0,9294,1.9593196,1.413958,1.4216329
0,9297,1.9135549,1.4153028,1.4225004
0,9300,1.8690927,1.4165605,1.4232888
0,9303,1.8259404,1.4177328,1.4240007
0,9306,1.7840974,1.4188213,1.4246385
0,9309,1.7435564,1.4198279,1.4252045
0,9312,1.7043043,1.4207546,1.4257013
0,9315,1.666323,1.4216032,1.426131
0,9318,1.6295905,1.4223759,1.4264961
0,9321,1.5940815,1.4230748,1.4267989
0,9324,1.559768,1.423702,1.4270415
0,9327,1.5266199,1.4242595,1.4272261
0,9330,1.4946055,1.4247496,1.4273547
0,9333,1.4636922,1.4251744,1.4274294
0,9336,1.4338461,1.4255359,1.4274523
0,9339,1.4050332,1.4258362,1.427425
0,9342,1.3772196,1.4260774,1.4273497
0,9345,1.3503708,1.4262614,1.4272277
0,9348,1.324453,1.4263903,1.4270612
0,9351,1.2994329,1.4264657,1.4268516
0,9354,1.2752775,1.4264898,1.4266005
0,9357,1.2519546,1.4264642,1.4263093
0,9360,1.2294327,1.4263908,1.4259797
